ZIP_CODE,LATITUDE,LONGTITUDE,PONAME,COLOR
11110,37.5684349,126.9644739,NoWon,C5F216
11110,37.5691978,126.9859065,NoWon,C5F216
11110,37.5720605,126.9859554,NoWon,C5F216
11110,37.5725546,126.9886246,NoWon,C5F216
11140,37.5610267,126.9826398,MaPo,FC00F0
11140,37.5563671,126.9763016,MaPo,FC00F0
11320,37.6525541,127.0273717,DoBong,F2B416
11200,37.5420259,127.0219996,DongJack,34EA0C
11110,37.5898785,126.9813798,NoWon,C5F216
11140,37.5571575,126.9816994,MaPo,FC00F0
11140,37.5643088,126.9899006,MaPo,FC00F0
11170,37.5374384,127.0060971,GuRp,16EDF2
11140,37.5640814,126.9980377,MaPo,FC00F0
11110,37.5760033,127.0135246,NoWon,C5F216
11200,37.5624296,127.0550851,DongJack,34EA0C
11215,37.5323755,127.0744811,KwangJin,F28116
11110,37.5766752,127.0190652,NoWon,C5F216
11560,37.5144685,126.8901537,YeongDengPo,1E6CD6
11110,37.5827295,126.9805795,NoWon,C5F216
11200,37.5525166,127.0217884,DongJack,34EA0C
11110,37.5841834,126.9880867,NoWon,C5F216
11140,37.5632359,126.9764068,MaPo,FC00F0
11110,37.5849071,126.9724095,NoWon,C5F216
11110,37.6179518,126.9621624,NoWon,C5F216
11110,37.6139675,126.9743016,NoWon,C5F216
11110,37.5715788,126.9738252,NoWon,C5F216
11140,37.5591789,126.9847188,MaPo,FC00F0
11200,37.5452026,127.0229976,DongJack,34EA0C
11140,37.5580671,126.9775968,MaPo,FC00F0
11170,37.5256032,126.9740049,GuRp,16EDF2
11110,37.576392,126.9883159,NoWon,C5F216
11140,37.5630105,126.9852881,MaPo,FC00F0
11140,37.5641432,126.9962711,MaPo,FC00F0
11110,37.5753838,126.9658263,NoWon,C5F216
11110,37.587822,127.0023228,NoWon,C5F216
11110,37.5742191,126.9940707,NoWon,C5F216
11110,37.576109,126.9917564,NoWon,C5F216
11110,37.5752459,126.9864008,NoWon,C5F216
11140,37.5583248,126.9858848,MaPo,FC00F0
11170,37.5503851,126.9805049,GuRp,16EDF2
11170,37.5430767,126.9858631,GuRp,16EDF2
11140,37.5605244,126.9909105,MaPo,FC00F0
11230,37.5762335,127.0348716,GangNam,F7071C
11200,37.5499287,127.0195552,DongJack,34EA0C
11140,37.5682735,126.998942,MaPo,FC00F0
11440,37.5412882,126.9404514,MaPo,FC00F0
11440,37.5422601,126.9345406,MaPo,FC00F0
11110,37.5701811,126.9653066,NoWon,C5F216
11140,37.5622482,126.9919612,MaPo,FC00F0
11110,37.5733668,126.9721015,NoWon,C5F216
11230,37.5711171,127.0674265,GangNam,F7071C
11215,37.5630636,127.0883253,KwangJin,F28116
11215,37.5511328,127.0818921,KwangJin,F28116
11350,37.6664734,127.0723253,NoWon,C5F216
11230,37.5699332,127.0551216,GangNam,F7071C
11140,37.5591646,126.9655627,MaPo,FC00F0
11110,37.5823905,126.999806,NoWon,C5F216
11680,37.5138347,127.0317062,GangNam,F7071C
11290,37.5971818,127.0178324,SeongBuk,A66FCB
11500,37.5534112,126.7831642,GangSeo,A816F2
11140,37.5637065,126.9684915,MaPo,FC00F0
11140,37.561147,126.9924128,MaPo,FC00F0
11110,37.575484,126.9976454,NoWon,C5F216
11140,37.5623459,126.9708088,MaPo,FC00F0
11110,37.5733424,127.0034706,NoWon,C5F216
11110,37.5773254,127.0054705,NoWon,C5F216
11110,37.574766,127.0059174,NoWon,C5F216
11140,37.5676493,127.0160091,MaPo,FC00F0
11560,37.526241,126.8974284,YeongDengPo,1E6CD6
11530,37.4937929,126.8849584,GuRp,16EDF2
11710,37.502828,127.1041069,SongPa,DB3323
11545,37.4497033,126.9106965,GumCheon,EA2A0C
11560,37.534892,126.9024679,YeongDengPo,1E6CD6
11410,37.5791085,126.9117177,SeoDaeMun,194C67
11560,37.5058261,126.9126514,YeongDengPo,1E6CD6
11560,37.5489947,126.8900753,YeongDengPo,1E6CD6
11710,37.4785724,127.1320169,SongPa,DB3323
11740,37.5676689,127.1720391,GandDong,3616F2
11290,37.5900467,127.0197107,SeongBuk,A66FCB
11500,37.5528356,126.8112163,GangSeo,A816F2
11230,37.594437,127.0521251,GangNam,F7071C
11110,37.5794898,126.9770085,NoWon,C5F216
11170,37.5488937,126.9671721,GuRp,16EDF2
11530,37.502438,126.8586172,GuRp,16EDF2
11530,37.4922507,126.8372029,GuRp,16EDF2
11680,37.4644483,127.1066379,GangNam,F7071C
11680,37.4766387,127.1001169,GangNam,F7071C
11530,37.4810222,126.8236562,GuRp,16EDF2
11545,37.4754693,126.8842387,GumCheon,EA2A0C
11230,37.5847824,127.0368405,GangNam,F7071C
11200,37.5671038,127.0327203,DongJack,34EA0C
11110,37.5714262,126.9613042,NoWon,C5F216
11170,37.5462385,126.9666851,GuRp,16EDF2
11110,37.5768799,126.967704,NoWon,C5F216
11530,37.5105874,126.8830734,GuRp,16EDF2
11530,37.4830168,126.887363,GuRp,16EDF2
11140,37.5542553,126.9643231,MaPo,FC00F0
11110,37.5934957,126.9672852,NoWon,C5F216
11560,37.5296813,126.8897889,YeongDengPo,1E6CD6
11140,37.5610374,127.0076398,MaPo,FC00F0
11410,37.5933419,126.9395751,SeoDaeMun,194C67
11710,37.4856663,127.1237432,SongPa,DB3323
11140,37.5650378,127.0051836,MaPo,FC00F0
11410,37.5766943,126.9185075,SeoDaeMun,194C67
11140,37.5639442,127.0083467,MaPo,FC00F0
11110,37.5737459,127.0001194,NoWon,C5F216
11110,37.5707296,127.0033502,NoWon,C5F216
11110,37.5722418,127.0072739,NoWon,C5F216
11110,37.5781586,126.9852528,NoWon,C5F216
11215,37.5477291,127.1042141,KwangJin,F28116
11410,37.5726345,126.9472294,SeoDaeMun,194C67
11350,37.6508772,127.0775077,NoWon,C5F216
11110,37.5744857,126.9626521,NoWon,C5F216
11110,37.6005798,126.956785,NoWon,C5F216
11110,37.5793623,126.9680055,NoWon,C5F216
11140,37.5637681,127.0045496,MaPo,FC00F0
11140,37.567505,127.0070795,MaPo,FC00F0
11140,37.5668186,127.0021802,MaPo,FC00F0
11440,37.5388869,126.9396827,MaPo,FC00F0
11140,37.5685483,127.0031304,MaPo,FC00F0
11140,37.5644435,127.0010469,MaPo,FC00F0
11110,37.6030533,126.9618054,NoWon,C5F216
11170,37.5449357,126.9730564,GuRp,16EDF2
11440,37.5447269,126.9194336,MaPo,FC00F0
11110,37.5784882,126.9996742,NoWon,C5F216
11110,37.5676735,126.9668353,NoWon,C5F216
11110,37.5711594,126.9641514,NoWon,C5F216
11140,37.5685914,127.0204705,MaPo,FC00F0
11290,37.5858496,127.0183007,SeongBuk,A66FCB
11500,37.5773667,126.814752,GangSeo,A816F2
11500,37.5865739,126.8031382,GangSeo,A816F2
11560,37.5326108,126.8899608,YeongDengPo,1E6CD6
11290,37.6167753,126.9983569,SeongBuk,A66FCB
11500,37.574112,126.8309811,GangSeo,A816F2
11140,37.5645365,126.9945521,MaPo,FC00F0
11440,37.5438506,126.9279703,MaPo,FC00F0
11560,37.5210399,126.9068175,YeongDengPo,1E6CD6
11290,37.5829039,127.021382,SeongBuk,A66FCB
11290,37.5824037,127.0201558,SeongBuk,A66FCB
11440,37.5662175,126.9039248,MaPo,FC00F0
11620,37.4630314,126.9347745,KwanAk,E616F2
11290,37.5796096,127.0223212,SeongBuk,A66FCB
11290,37.5864995,127.0196089,SeongBuk,A66FCB
11530,37.4946532,126.8517611,GuRp,16EDF2
11545,37.4663645,126.8975779,GumCheon,EA2A0C
11590,37.4996854,126.9455504,DongJack,34EA0C
11290,37.6160358,127.0503365,SeongBuk,A66FCB
11500,37.567984,126.844436,GangSeo,A816F2
11620,37.4750363,126.9490874,KwanAk,E616F2
11500,37.5662169,126.7883549,GangSeo,A816F2
11290,37.5895393,127.0040328,SeongBuk,A66FCB
11680,37.5147968,127.0550895,GangNam,F7071C
11230,37.5748049,127.0255929,GangNam,F7071C
11410,37.5692019,126.9591256,SeoDaeMun,194C67
11170,37.5305892,126.9858834,GuRp,16EDF2
11170,37.5402662,126.976971,GuRp,16EDF2
11410,37.5646453,126.9439073,SeoDaeMun,194C67
11680,37.4824461,127.0627322,GangNam,F7071C
11140,37.5665987,126.9924032,MaPo,FC00F0
11170,37.5191265,126.991401,GuRp,16EDF2
11215,37.5435023,127.0736981,KwangJin,F28116
11440,37.5460069,126.932338,MaPo,FC00F0
11710,37.5335451,127.1132241,SongPa,DB3323
11560,37.5224645,126.8938151,YeongDengPo,1E6CD6
11710,37.497466,127.151561,SongPa,DB3323
11740,37.5397058,127.1470066,GandDong,3616F2
11140,37.5629167,126.9739582,MaPo,FC00F0
11530,37.4801779,126.8394452,GuRp,16EDF2
11350,37.638495,127.071507,NoWon,C5F216
11170,37.5526054,126.9665239,GuRp,16EDF2
11110,37.5767914,126.9582275,NoWon,C5F216
11170,37.5342588,126.9468778,GuRp,16EDF2
11560,37.5427197,126.8894307,YeongDengPo,1E6CD6
11710,37.5037347,127.1339176,SongPa,DB3323
11200,37.5634228,127.0332231,DongJack,34EA0C
11680,37.4855136,127.0984643,GangNam,F7071C
11440,37.5432644,126.9306672,MaPo,FC00F0
11560,37.5347504,126.9031693,YeongDengPo,1E6CD6
11560,37.5231837,126.8886735,YeongDengPo,1E6CD6
11290,37.5941547,127.0204848,SeongBuk,A66FCB
11680,37.522901,127.0246548,GangNam,F7071C
11290,37.5839528,127.0236728,SeongBuk,A66FCB
11560,37.5163676,126.8835197,YeongDengPo,1E6CD6
11560,37.5134157,126.9067835,YeongDengPo,1E6CD6
11380,37.5926842,126.9257984,EunPyung,16F277
11710,37.5250784,127.0921991,SongPa,DB3323
11590,37.4999089,126.9736767,DongJack,34EA0C
11590,37.4851779,126.9717959,DongJack,34EA0C
11290,37.6079392,127.0611739,SeongBuk,A66FCB
11500,37.5519877,126.8527941,GangSeo,A816F2
11560,37.5290851,126.9050149,YeongDengPo,1E6CD6
11440,37.5559402,126.8999194,MaPo,FC00F0
11110,37.5835524,126.9641935,NoWon,C5F216
11110,37.5778624,126.9710381,NoWon,C5F216
11740,37.5304064,127.1288442,GandDong,3616F2
11560,37.5127162,126.8935375,YeongDengPo,1E6CD6
11560,37.5200428,126.8841712,YeongDengPo,1E6CD6
11560,37.5181304,126.9083998,YeongDengPo,1E6CD6
11440,37.5443996,126.9556064,MaPo,FC00F0
11440,37.5395606,126.9506254,MaPo,FC00F0
11710,37.5111559,127.0858092,SongPa,DB3323
11680,37.487919,127.0852156,GangNam,F7071C
11440,37.5492254,126.9472146,MaPo,FC00F0
11740,37.5655385,127.1576823,GandDong,3616F2
11740,37.5289353,127.1467424,GandDong,3616F2
11560,37.5082421,126.9015397,YeongDengPo,1E6CD6
11740,37.5431857,127.1265643,GandDong,3616F2
11440,37.5536496,126.9200803,MaPo,FC00F0
11290,37.5963213,126.9925431,SeongBuk,A66FCB
11740,37.5508013,127.1698689,GandDong,3616F2
11440,37.5498986,126.9290709,MaPo,FC00F0
11410,37.5651557,126.9433451,SeoDaeMun,194C67
11410,37.5725293,126.9312648,SeoDaeMun,194C67
11440,37.5540256,126.9382447,MaPo,FC00F0
11290,37.5963264,127.0168843,SeongBuk,A66FCB
11290,37.5887176,127.0222897,SeongBuk,A66FCB
11440,37.554422,126.9559626,MaPo,FC00F0
11560,37.4970578,126.9009236,YeongDengPo,1E6CD6
11710,37.4893748,127.1470227,SongPa,DB3323
11440,37.5473874,126.9555575,MaPo,FC00F0
11740,37.5485893,127.151755,GandDong,3616F2
11680,37.52883,127.0295045,GangNam,F7071C
11710,37.5049182,127.1138534,SongPa,DB3323
11560,37.517729,126.9126708,YeongDengPo,1E6CD6
11560,37.5389197,126.8929394,YeongDengPo,1E6CD6
11290,37.5903924,127.0116169,SeongBuk,A66FCB
11290,37.5885476,127.016002,SeongBuk,A66FCB
11110,37.5802364,126.9623723,NoWon,C5F216
11290,37.5915119,127.0150675,SeongBuk,A66FCB
11290,37.5867502,127.0134419,SeongBuk,A66FCB
11380,37.5959208,126.9074632,EunPyung,16F277
11290,37.5888166,127.0081299,SeongBuk,A66FCB
11710,37.4942803,127.1176311,SongPa,DB3323
11440,37.5480088,126.9372619,MaPo,FC00F0
11560,37.5118742,126.8975738,YeongDengPo,1E6CD6
11560,37.5321286,126.90101,YeongDengPo,1E6CD6
11560,37.5222528,126.9030388,YeongDengPo,1E6CD6
11560,37.5242607,126.9071884,YeongDengPo,1E6CD6
11710,37.5018103,127.0897698,SongPa,DB3323
11440,37.5716735,126.9067456,MaPo,FC00F0
11560,37.517862,126.9038985,YeongDengPo,1E6CD6
11620,37.4630565,126.9776244,KwanAk,E616F2
11440,37.5626693,126.9223734,MaPo,FC00F0
11440,37.5580953,126.9258049,MaPo,FC00F0
11440,37.5478042,126.9079929,MaPo,FC00F0
11290,37.5806329,127.0192949,SeongBuk,A66FCB
11290,37.584334,127.016517,SeongBuk,A66FCB
11290,37.5805404,127.0246072,SeongBuk,A66FCB
11680,37.4998676,127.0386901,GangNam,F7071C
11560,37.5233387,126.8839345,YeongDengPo,1E6CD6
11380,37.6126506,126.9243912,EunPyung,16F277
11290,37.5918678,127.0106029,SeongBuk,A66FCB
11290,37.5898185,127.013353,SeongBuk,A66FCB
11680,37.4881299,127.0440333,GangNam,F7071C
11560,37.5208906,126.9126698,YeongDengPo,1E6CD6
11440,37.5470257,126.9243736,MaPo,FC00F0
11740,37.5577912,127.1295091,GandDong,3616F2
11680,37.4989487,127.0646582,GangNam,F7071C
11290,37.5951321,127.0188307,SeongBuk,A66FCB
11680,37.4717408,127.1114701,GangNam,F7071C
11440,37.5715459,126.877877,MaPo,FC00F0
11470,37.5290519,126.8370637,YangCheon,6323DB
11560,37.5214443,126.898537,YeongDengPo,1E6CD6
11590,37.5115,126.9415118,DongJack,34EA0C
11590,37.5032399,126.9498621,DongJack,34EA0C
11290,37.5848587,127.0118856,SeongBuk,A66FCB
11440,37.5498968,126.9427567,MaPo,FC00F0
11560,37.5171092,126.8959575,YeongDengPo,1E6CD6
11560,37.536431,126.8962332,YeongDengPo,1E6CD6
11290,37.6084879,127.0223924,SeongBuk,A66FCB
11560,37.5291366,126.8991344,YeongDengPo,1E6CD6
11590,37.5124878,126.9551132,DongJack,34EA0C
11500,37.5495179,126.8203066,GangSeo,A816F2
11590,37.5052783,126.9638232,DongJack,34EA0C
11500,37.5536081,126.8346843,GangSeo,A816F2
11560,37.5284328,126.9273753,YeongDengPo,1E6CD6
11380,37.5849864,126.8928476,EunPyung,16F277
11290,37.5901376,127.007256,SeongBuk,A66FCB
11290,37.5868415,127.0232695,SeongBuk,A66FCB
11290,37.5843841,127.0075165,SeongBuk,A66FCB
11500,37.5559718,126.8712408,GangSeo,A816F2
11530,37.5009522,126.8286614,GuRp,16EDF2
11290,37.596525,127.0332811,SeongBuk,A66FCB
11380,37.6210985,126.9132641,EunPyung,16F277
11530,37.4936808,126.8204193,GuRp,16EDF2
11380,37.6041196,126.9344912,EunPyung,16F277
11380,37.6191932,126.935134,EunPyung,16F277
11680,37.5255867,127.0522746,GangNam,F7071C
11290,37.5924569,127.0182087,SeongBuk,A66FCB
11380,37.583179,126.9061068,EunPyung,16F277
11380,37.6122006,126.9088192,EunPyung,16F277
11380,37.60508,126.9121446,EunPyung,16F277
11290,37.5963137,127.0142973,SeongBuk,A66FCB
11410,37.558812,126.934147,SeoDaeMun,194C67
11290,37.6041679,127.0378885,SeongBuk,A66FCB
11290,37.6060556,127.0475388,SeongBuk,A66FCB
11170,37.5515203,126.9729154,GuRp,16EDF2
11710,37.5163579,127.1260688,SongPa,DB3323
11200,37.5589469,127.046752,DongJack,34EA0C
11305,37.6371315,127.007544,GangBuk,F27616
11500,37.5421699,126.8468431,GangSeo,A816F2
11590,37.5067515,126.9277454,DongJack,34EA0C
11590,37.4921384,126.9166599,DongJack,34EA0C
11290,37.5884384,127.0295868,SeongBuk,A66FCB
11290,37.5936325,127.0140286,SeongBuk,A66FCB
11380,37.6422519,126.934085,EunPyung,16F277
11500,37.5435569,126.7978763,GangSeo,A816F2
11710,37.5014009,127.1586471,SongPa,DB3323
11350,37.6449368,127.0737283,NoWon,C5F216
11350,37.6403353,127.0776372,NoWon,C5F216
11305,37.6457235,127.0204494,GangBuk,F27616
11320,37.6597831,127.0311865,DoBong,F2B416
11710,37.5023386,127.1230275,SongPa,DB3323
11350,37.6397013,127.0657916,NoWon,C5F216
11350,37.6232494,127.0689643,NoWon,C5F216
11350,37.6307835,127.0486895,NoWon,C5F216
11710,37.5030986,127.1424217,SongPa,DB3323
11350,37.6295194,127.0515124,NoWon,C5F216
11350,37.6280905,127.0532717,NoWon,C5F216
11350,37.62722,127.0516875,NoWon,C5F216
11710,37.4975793,127.1512743,SongPa,DB3323
11350,37.6348705,127.0712993,NoWon,C5F216
11350,37.6370714,127.0633298,NoWon,C5F216
11350,37.6442022,127.0614697,NoWon,C5F216
11350,37.651721,127.0571617,NoWon,C5F216
11350,37.6519915,127.0592957,NoWon,C5F216
11350,37.6492494,127.0586622,NoWon,C5F216
11350,37.6504775,127.0633196,NoWon,C5F216
11350,37.6512797,127.066805,NoWon,C5F216
11350,37.6703363,127.0555516,NoWon,C5F216
11350,37.6679446,127.053321,NoWon,C5F216
11350,37.6657426,127.0532382,NoWon,C5F216
11350,37.6660853,127.054735,NoWon,C5F216
11350,37.6628704,127.0543004,NoWon,C5F216
11350,37.6628526,127.0561867,NoWon,C5F216
11350,37.6692745,127.0583338,NoWon,C5F216
11350,37.6680075,127.0620318,NoWon,C5F216
11350,37.6632746,127.059867,NoWon,C5F216
11350,37.65905,127.0567235,NoWon,C5F216
11350,37.6599011,127.061065,NoWon,C5F216
11350,37.6875646,127.053304,NoWon,C5F216
11530,37.5010265,126.8904376,GuRp,16EDF2
11290,37.5977875,127.0211775,SeongBuk,A66FCB
11290,37.6106601,126.9935398,SeongBuk,A66FCB
11290,37.582363,127.0090132,SeongBuk,A66FCB
11290,37.5838929,127.0165128,SeongBuk,A66FCB
11290,37.6108306,127.0386769,SeongBuk,A66FCB
11290,37.6015468,127.0389498,SeongBuk,A66FCB
11290,37.6203285,127.0533143,SeongBuk,A66FCB
11305,37.62994,127.0429154,GangBuk,F27616
11305,37.6320995,127.0255859,GangBuk,F27616
11305,37.6335613,127.0252706,GangBuk,F27616
11305,37.6182163,127.0243007,GangBuk,F27616
11305,37.6181523,127.0270601,GangBuk,F27616
11305,37.6357842,127.0249482,GangBuk,F27616
11305,37.6393474,127.0329993,GangBuk,F27616
11305,37.6297165,127.0398433,GangBuk,F27616
11305,37.6237396,127.0464875,GangBuk,F27616
11305,37.6331769,127.0206696,GangBuk,F27616
11305,37.6424025,127.0268239,GangBuk,F27616
11305,37.6405571,127.0244424,GangBuk,F27616
11305,37.6201422,127.0350955,GangBuk,F27616
11320,37.6539114,127.0508754,DoBong,F2B416
11320,37.6631998,127.0419887,DoBong,F2B416
11320,37.6876469,127.040677,DoBong,F2B416
11320,37.646582,127.0450197,DoBong,F2B416
11320,37.6430857,127.0486333,DoBong,F2B416
11320,37.6468398,127.0518019,DoBong,F2B416
11320,37.6503967,127.0529641,DoBong,F2B416
11320,37.6475738,127.050902,DoBong,F2B416
11350,37.674712,127.0620735,NoWon,C5F216
11350,37.6695451,127.0505111,NoWon,C5F216
11350,37.650782,127.0646754,NoWon,C5F216
11350,37.648671,127.0711077,NoWon,C5F216
11350,37.6471886,127.0756055,NoWon,C5F216
11350,37.645291,127.0566435,NoWon,C5F216
11350,37.6439642,127.0881208,NoWon,C5F216
11350,37.6426723,127.0874134,NoWon,C5F216
